UNIQUE_CELL_ID,UNIQUE_CELL_NAME,TYPE,ORGAN,ANATOMY_ID,CELL_TYPE_ID,CPID,Germ Layer,Differentiation State,Source Age,Raw Anatomy Id,Raw Cell Type Id,Body Part,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4,Cell Type,Synonym,CL Id,UBERON Id,Image Id,Tissue Image ID
914,FAT_CELL_(ADIPOCYTE)_CPID=914,Fat cell (adipocyte),Parathyroid gland,2040000000000000000000,119,914,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2040000000000000000000,119,Neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,t153
915,EPITHELIAL_CELL_CPID=915,Epithelial cell,Parathyroid gland,2040000000000000000000,89,915,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2040000000000000000000,89,Neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epithelial cell,NA,NA,NA,NA,t153
916,ENDOTHELIAL_CELL_CPID=916,Endothelial cell,Parathyroid gland,2040000000100000000000,78,916,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2040000000100000000000,78,Neck,NA,NA,NA,Capillary,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0002144,NA,NA,t154
917,EPITHELIAL_CELL_CPID=917,Epithelial cell,Thyroid gland,2050000000000000000000,89,917,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2050000000000000000000,89,Neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epithelial cell,NA,NA,NA,NA,NA
918,PARAFOLLICULAR_CELL,Parafollicular cell,Thyroid gland,2050101000000000000000,203,918,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2050101000000000000000,203,Neck,Lobule of thyroid gland,Thyroid follicle,NA,NA,NA,NA,NA,NA,NA,Parafollicular cell,NA,CL:0000570,NA,127,t151   t152
919,FOLLICULAR_DENDRITIC_CELL,Follicular dendritic cell,Thyroid gland,2050101010000000000000,122,919,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2050101010000000000000,122,Neck,Lobule of thyroid gland,Thyroid follicle,Thyroid follicle epithelium,NA,NA,NA,NA,NA,NA,Follicular dendritic cell,NA,CL:0002258,NA,116   126,t151   t152
920,MULTINUCLEAR_MYOCYTE_CPID=920,Multinuclear myocyte,NA,2000001000001000000000,345,920,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2000001000001000000000,345,Neck,NA,Skeletal tissue,NA,NA,Anterior neck muscles,NA,NA,NA,NA,Multinuclear myocyte,NA,NA,NA,NA,NA
921,MULTINUCLEAR_MYOCYTE_CPID=921,Multinuclear myocyte,NA,2000001000002000000000,345,921,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,2000001000002000000000,345,Neck,NA,Skeletal tissue,NA,NA,Posterior neck muscles,NA,NA,NA,NA,Multinuclear myocyte,NA,NA,NA,NA,NA
922,SMOOTH_MUSCLE_CELL_CPID=922,Smooth muscle cell,Breast,3010100000000000000000,231,922,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010100000000000000000,231,Trunk,Mammary gland,NA,NA,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
923,LUMINAL_EPITHELIAL_CELL_CPID=923,Luminal epithelial cell,Breast,3010100010000000000000,124,923,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010100010000000000000,124,Trunk,Mammary gland,NA,Lactiferous duct,NA,NA,NA,NA,NA,NA,Luminal epithelial cell,NA,NA,NA,NA,NA
924,DUCT_EPITHELIAL_CELL_CPID=924,Duct epithelial cell,Breast,3010100010000010000000,90,924,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010100010000010000000,90,Trunk,Mammary gland,NA,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA,Duct epithelial cell,NA,CL:0000068,NA,NA,t142
925,EPITHELIAL_CELL_CPID=925,Epithelial cell,Breast,3010100010000010000000,89,925,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010100010000010000000,89,Trunk,Mammary gland,NA,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA,Epithelial cell,NA,CL:0002325,NA,NA,t142
926,ALVEOLAR_CELL,Alveolar cell,Breast,3010100010000010000000,402,926,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010100010000010000000,402,Trunk,Mammary gland,NA,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA,Alveolar cell,NA,NA,NA,NA,t142
927,FAT_CELL_(ADIPOCYTE)_CPID=927,Fat cell (adipocyte),Breast,3010101010000000000000,119,927,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101010000000000000,119,Trunk,Mammary gland,Connective tissue,Adipose tissue,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,123,NA
928,FIBROBLAST_CPID=928,Fibroblast,Breast,3010101000000000000000,120,928,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101000000000000000,120,Trunk,Mammary gland,Connective tissue,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,138,NA
929,FIBROBLAST_CPID=929,Fibroblast,Breast,3010101020100000000000,120,929,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020100000000000,120,Trunk,Mammary gland,Connective tissue,Artery,Tunica adventitia,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
930,ENDOTHELIAL_CELL_CPID=930,Endothelial cell,Breast,3010101020200000000000,78,930,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020200000000000,78,Trunk,Mammary gland,Connective tissue,Artery,Tunica intima,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
931,FIBROBLAST_CPID=931,Fibroblast,Breast,3010101020200000000000,120,931,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020200000000000,120,Trunk,Mammary gland,Connective tissue,Artery,Tunica intima,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
932,FAT_CELL_(ADIPOCYTE)_CPID=932,Fat cell (adipocyte),Breast,3010101020200000000000,119,932,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020200000000000,119,Trunk,Mammary gland,Connective tissue,Artery,Tunica intima,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
933,SMOOTH_MUSCLE_CELL_CPID=933,Smooth muscle cell,Breast,3010101020201000000000,231,933,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020201000000000,231,Trunk,Mammary gland,Connective tissue,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
934,SMOOTH_MUSCLE_CELL_CPID=934,Smooth muscle cell,Breast,3010101020300000000000,231,934,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101020300000000000,231,Trunk,Mammary gland,Connective tissue,Artery,Tunica media,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
935,FIBROBLAST_CPID=935,Fibroblast,Breast,3010101030100000000000,120,935,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030100000000000,120,Trunk,Mammary gland,Connective tissue,Vein,Tunica adventitia,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
936,ENDOTHELIAL_CELL_CPID=936,Endothelial cell,Breast,3010101030200000000000,78,936,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030200000000000,78,Trunk,Mammary gland,Connective tissue,Vein,Tunica intima,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
937,FIBROBLAST_CPID=937,Fibroblast,Breast,3010101030200000000000,120,937,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030200000000000,120,Trunk,Mammary gland,Connective tissue,Vein,Tunica intima,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
938,FAT_CELL_(ADIPOCYTE)_CPID=938,Fat cell (adipocyte),Breast,3010101030200000000000,119,938,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030200000000000,119,Trunk,Mammary gland,Connective tissue,Vein,Tunica intima,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
939,SMOOTH_MUSCLE_CELL_CPID=939,Smooth muscle cell,Breast,3010101030201000000000,231,939,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030201000000000,231,Trunk,Mammary gland,Connective tissue,Vein,Tunica intima,Subendothelial layer,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
940,SMOOTH_MUSCLE_CELL_CPID=940,Smooth muscle cell,Breast,3010101030300000000000,231,940,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101030300000000000,231,Trunk,Mammary gland,Connective tissue,Vein,Tunica media,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
941,ENDOTHELIAL_CELL_CPID=941,Endothelial cell,Breast,3010101040000000000000,78,941,4 Mesodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010101040000000000000,78,Trunk,Mammary gland,Connective tissue,Capillary,NA,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0002144,NA,136,NA
942,LUMINAL_EPITHELIAL_CELL_CPID=942,Luminal epithelial cell,Breast,3010102000000000000000,124,942,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010102000000000000000,124,Trunk,Mammary gland,Lobule,NA,NA,NA,NA,NA,NA,NA,Luminal epithelial cell,NA,NA,NA,NA,NA
943,MYOEPITHELIAL_CELL_CPID=943,Myoepithelial cell,Breast,3010102010000000000000,184,943,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010102010000000000000,184,Trunk,Mammary gland,Lobule,Alveolus,NA,NA,NA,NA,NA,NA,Myoepithelial cell,NA,CL:0002324,NA,NA,t143
944,MEIBOCYTE_CPID=944,Meibocyte,Breast,3010102010000000000000,128,944,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010102010000000000000,128,Trunk,Mammary gland,Lobule,Alveolus,NA,NA,NA,NA,NA,NA,Meibocyte,NA,CL:0002325,NA,NA,t143
945,EPITHELIAL_CELL_CPID=945,Epithelial cell,Breast,3010102010000010000000,89,945,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010102010000010000000,89,Trunk,Mammary gland,Lobule,Alveolus,NA,NA,Epithelium,NA,NA,NA,Epithelial cell,NA,CL:0002327,NA,125,t143
946,DUCT_EPITHELIAL_CELL_CPID=946,Duct epithelial cell,Breast,3010102020000010000000,90,946,2 Ecotodermal,4 Terminally differentiated,10 Juvenile 11 Adult,3010102020000010000000,90,Trunk,Mammary gland,Lobule,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA,Duct epithelial cell,NA,CL:0000068,NA,111,t143
947,FIBROBLAST_CPID=947,Fibroblast,Breast,3010201010000000000000,120,947,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010000000000000,120,Trunk,Nipple,Skin,Dermis,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,365,t141
948,NEURON_CPID=948,Neuron,Breast,3010201010000000000000,189,948,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010000000000000,189,Trunk,Nipple,Skin,Dermis,NA,NA,NA,NA,NA,NA,Neuron,NA,CL:0000540,NA,NA,t141
949,DERMAL_DENDRITIC_CELL,Dermal dendritic cell,Breast,3010201010000000000000,70,949,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010000000000000,70,Trunk,Nipple,Skin,Dermis,NA,NA,NA,NA,NA,NA,Dermal dendritic cell,NA,CL:0001006,NA,NA,t141
950,STROMAL_CELL,Stromal cell,Breast,3010201010100000000000,130,950,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010100000000000,130,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA,Stromal cell,NA,CL:0000318,NA,NA,NA
951,EPITHELIAL_CELL_CPID=951,Epithelial cell,Breast,3010201010101000000000,89,951,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010101000000000,89,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,Duct,NA,NA,NA,NA,Epithelial cell,NA,CL:0000075,NA,NA,NA
952,DARK_CELL_CPID=952,Dark cell,Breast,3010201010100000000000,68,952,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010100000000000,68,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA,Dark cell,NA,CL:0002142,NA,NA,NA
953,CLEAR_CELL,Clear cell,Breast,3010201010100000000000,61,953,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010100000000000,61,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA,Clear cell,NA,CL:0002146,NA,NA,NA
954,MYOEPITHELIAL_CELL_CPID=954,Myoepithelial cell,Breast,3010201010100000000000,184,954,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010100000000000,184,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA,Myoepithelial cell,NA,CL:0000185,NA,NA,NA
955,GLANDULAR_CELL_CPID=955,Glandular cell,Breast,3010201010100000000000,127,955,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010100000000000,127,Trunk,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA,Glandular cell,NA,CL:0000150,NA,NA,NA
956,BASAL_CELL_CPID=956,Basal cell,Breast,3010201010300000000000,28,956,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010300000000000,28,Trunk,Nipple,Skin,Dermis,Sebaceous gland,NA,NA,NA,NA,NA,Basal cell,NA,CL:0000646,NA,NA,NA
957,INTRAHEPATIC_BILE_DUCT_EPITHELIAL_CELL_CPID=957,Intrahepatic bile duct epithelial cell,Breast,3010201010300000000000,129,957,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010300000000000,129,Trunk,Nipple,Skin,Dermis,Sebaceous gland,NA,NA,NA,NA,NA,Intrahepatic bile duct epithelial cell,NA,CL:0000317,NA,NA,NA
958,EPITHELIAL_CELL_CPID=958,Epithelial cell,Breast,3010201010301000000000,89,958,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201010301000000000,89,Trunk,Nipple,Skin,Dermis,Sebaceous gland,Duct,NA,NA,NA,NA,Epithelial cell,NA,CL:0000076,NA,NA,NA
959,BASAL_CELL_CPID=959,Basal cell,Breast,3010201020100000000000,28,959,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020100000000000,28,Trunk,Nipple,Skin,Epidermis,Stratum basale,NA,NA,NA,NA,NA,Basal cell,NA,CL:0002187,NA,368,t164
960,MELANOCYTE_CPID=960,Melanocyte,Breast,3010201020100000000000,175,960,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020100000000000,175,Trunk,Nipple,Skin,Epidermis,Stratum basale,NA,NA,NA,NA,NA,Melanocyte,NA,CL:0000148,NA,366   367,t164
961,MERKEL_CELL_CPID=961,Merkel cell,Breast,3010201020100000000000,176,961,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020100000000000,176,Trunk,Nipple,Skin,Epidermis,Stratum basale,NA,NA,NA,NA,NA,Merkel cell,NA,CL:0000242,NA,NA,t164
962,KERATINOCYTE_CPID=962,Keratinocyte,Breast,3010201020200000000000,165,962,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020200000000000,165,Trunk,Nipple,Skin,Epidermis,Stratum corneum,NA,NA,NA,NA,NA,Keratinocyte,NA,CL:0000312,NA,NA,t164
963,GRANULAR_CELL_CPID=963,Granular cell,Breast,3010201020300000000000,139,963,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020300000000000,139,Trunk,Nipple,Skin,Epidermis,Stratum granulosum,NA,NA,NA,NA,NA,Granular cell,NA,CL:0002189,NA,NA,t164
964,PRICKLE_CELL_CPID=964,Prickle cell,Breast,3010201020400000000000,214,964,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020400000000000,214,Trunk,Nipple,Skin,Epidermis,Stratum spinosum,NA,NA,NA,NA,NA,Prickle cell,NA,CL:0000649,NA,349   355   369   370   371   372   373   374   375   376   377,t164
965,LANGERHANS_CELL_CPID=965,Langerhans cell,Breast,3010201020400000000000,169,965,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010201020400000000000,169,Trunk,Nipple,Skin,Epidermis,Stratum spinosum,NA,NA,NA,NA,NA,Langerhans cell,NA,CL:0000453,NA,NA,t164
966,EPITHELIAL_CELL_CPID=966,Epithelial cell,Breast,3010301000000010000000,89,966,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3010301000000010000000,89,Trunk,Thoracic cavity,Pleura,NA,NA,NA,Epithelium,NA,NA,NA,Epithelial cell,NA,CL:0000066,NA,NA,NA
967,FASCICULATA_CELL,Fasciculata cell,Adrenal gland,3020101000000000000000,118,967,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020101000000000000000,118,Trunk,Adrenal cortex,Zona fasciculata,NA,NA,NA,NA,NA,NA,NA,Fasciculata cell,NA,CL:0002136,NA,328   329   330   341   342   343   344,t155   t156
968,GLOMERULOSA_CELL,Glomerulosa cell,Adrenal gland,3020102000000000000000,135,968,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020102000000000000000,135,Trunk,Adrenal cortex,Zona glomerulosa,NA,NA,NA,NA,NA,NA,NA,Glomerulosa cell,NA,CL:0002099,NA,326   327   336   337   338   339   340,t155   t156
969,EPITHELIAL_CELL_CPID=969,Epithelial cell,Adrenal gland,3020102000000000000000,89,969,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020102000000000000000,89,Trunk,Adrenal cortex,Zona glomerulosa,NA,NA,NA,NA,NA,NA,NA,Epithelial cell,NA,NA,NA,NA,t155   t156
970,FIBROBLAST_CPID=970,Fibroblast,Adrenal gland,3020102000000000000000,120,970,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020102000000000000000,120,Trunk,Adrenal cortex,Zona glomerulosa,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,NA,NA,NA,t155   t156
971,RETICULARIS_CELL,Reticularis cell,Adrenal gland,3020103000000000000000,220,971,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020103000000000000000,220,Trunk,Adrenal cortex,Zona reticularis,NA,NA,NA,NA,NA,NA,NA,Reticularis cell,NA,CL:0002137,NA,321   331   332   345   346,t155   t156
972,CHROMAFFIN_CELL,Chromaffin cell,Adrenal gland,3020200000000000000000,53,972,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3020200000000000000000,53,Trunk,Adrenal medulla,NA,NA,NA,NA,NA,NA,NA,NA,Chromaffin cell,NA,CL:0000336,NA,212   226   227   228   333   334   335,t155   t156
973,FIBROBLAST_CPID=973,Fibroblast,Gallbladder,3030000010000000000000,120,973,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030000010000000000000,120,Trunk,NA,NA,Adventitia,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
974,FAT_CELL_(ADIPOCYTE)_CPID=974,Fat cell (adipocyte),Gallbladder,3030000010000000000000,119,974,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030000010000000000000,119,Trunk,NA,NA,Adventitia,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
975,SMOOTH_MUSCLE_CELL_CPID=975,Smooth muscle cell,Gallbladder,3030000020000000000000,231,975,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030000020000000000000,231,Trunk,NA,NA,Muscular layer,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
976,CLEAR_CELL_CPID=976,Clear cell,Gallbladder,3030001000001000000000,61,976,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001000001000000000,61,Trunk,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA,Clear cell,NA,CL:1000415,NA,NA,NA
977,BRUSH_CELL_(TUFT_CELL)_CPID=977,Brush cell (Tuft cell),Gallbladder,3030001000001000000000,39,977,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001000001000000000,39,Trunk,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA,Brush cell (Tuft cell),NA,CL:0002204,NA,NA,NA
978,EPITHELIAL_CELL_CPID=978,Epithelial cell,Gallbladder,3030001000001000000000,89,978,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001000001000000000,89,Trunk,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000146,NA,66,NA
979,FIBROBLAST_CPID=979,Fibroblast,Gallbladder,3030001010000000000000,120,979,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010000000000000,120,Trunk,NA,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,102,NA
980,FAT_CELL_(ADIPOCYTE)_CPID=980,Fat cell (adipocyte),Gallbladder,3030001010000000000000,119,980,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010000000000000,119,Trunk,NA,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,68,NA
981,FIBROBLAST_CPID=981,Fibroblast,Gallbladder,3030001010101000000000,120,981,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010101000000000,120,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica adventitia,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
982,ENDOTHELIAL_CELL_CPID=982,Endothelial cell,Gallbladder,3030001010102000000000,78,982,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010102000000000,78,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,89,NA
983,FIBROBLAST_CPID=983,Fibroblast,Gallbladder,3030001010102000000000,120,983,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010102000000000,120,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,92,NA
984,FAT_CELL_(ADIPOCYTE)_CPID=984,Fat cell (adipocyte),Gallbladder,3030001010102000000000,119,984,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010102000000000,119,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
985,SMOOTH_MUSCLE_CELL_CPID=985,Smooth muscle cell,Gallbladder,3030001010102010000000,231,985,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010102010000000,231,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
986,SMOOTH_MUSCLE_CELL_CPID=986,Smooth muscle cell,Gallbladder,3030001010103000000000,231,986,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3030001010103000000000,231,Trunk,NA,Mucosa,Lamina propria,Artery,Tunica media,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,93,NA
