No.,Germ Layer,Differentiation State,Source Age,Anatomy Id,Cell Type Id,Body Part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4,Cell Type,Synonym,CL Id,UBERON Id,Image Id,Tissue Image ID
350,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020400000000000,182,Head,Eye,,Eyeball,Retina,Outer plexiform layer of retina,,,,,,Muller cell,,CL:0000636,,,
351,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020500000000000,182,Head,Eye,,Eyeball,Retina,Inner limiting membrane of retina,,,,,,Muller cell,,CL:0000636,,,
352,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,35,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Bipolar cell,,CL:0000749,,,
353,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,146,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Horizontal cell,,CL:0000745,,,
354,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,22,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Amacrine cell,,CL:0000561,,,
355,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,365,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Cholinergic amacrine cell,,,,,
356,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,364,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Dopaminergic amacrine cell,,,,,
357,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,363,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Glycinergic amacrine cell,,,,,
358,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,366,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,GABAergic amacrine cell,,,,,
359,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020600000000000,182,Head,Eye,,Eyeball,Retina,Inner nuclear layer of retina,,,,,,Muller cell,,CL:0000636,,,
360,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,35,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Bipolar cell,,CL:0000749,,,
361,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,222,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Retinal ganglion cell,,CL:0000740,,,
362,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,360,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,nGnG amacrine cell,,,,,
363,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,361,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,SEG amacrine cell,,,,,
364,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,362,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,AII amacrine cell,,,,,
365,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,363,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Glycinergic amacrine cell,,,,,
366,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,364,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Dopaminergic amacrine cell,,,,,
367,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,365,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Cholinergic amacrine cell,,,,,
368,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,366,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,GABAergic amacrine cell,,,,,
369,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,368,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type9 on cone bipolar cell,,CL:0000761,,,
370,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,369,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type8 on cone bipolar cell,,CL:0000760,,,
371,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,370,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type7 on cone bipolar cell,,CL:0000759,,,
372,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,371,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type6 on cone bipolar cell,,CL:0000758,,,
373,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,372,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type5 on cone bipolar cell,,CL:0000757,,,
374,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,373,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type4 off cone bipolar cell,,CL:0000756,,,
375,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,374,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type3b off cone bipolar cell,,,,,
376,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,375,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type3a off cone bipolar cell,,CL:0000755,,,
377,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,376,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type2 off cone bipolar cell,,CL:0000754,,,
378,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,377,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Type1 off cone bipolar cell,,CL:0000753,,,
379,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,382,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Rod bipolar cell,,CL:0000751,,,
380,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,389,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Early immature amacrine cell,,,,,
381,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020700000000000,390,Head,Eye,,Eyeball,Retina,Inner plexiform layer of retina,,,,,,Late immature amacrine cell,,,,,
382,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020800000000000,222,Head,Eye,,Eyeball,Retina,Ganglion cell layer of retina,,,,,,Retinal ganglion cell,,CL:0000740,,,
383,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020800000000000,182,Head,Eye,,Eyeball,Retina,Ganglion cell layer of retina,,,,,,Muller cell,,CL:0000636,,,
384,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020800000000000,391,Head,Eye,,Eyeball,Retina,Ganglion cell layer of retina,,,,,,Displaced amacrine cell,,,,,
385,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020800000000000,364,Head,Eye,,Eyeball,Retina,Ganglion cell layer of retina,,,,,,Dopaminergic amacrine cell,,,,,
386,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020800000000000,365,Head,Eye,,Eyeball,Retina,Ganglion cell layer of retina,,,,,,Cholinergic amacrine cell,,,,,
387,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005020900000000000,222,Head,Eye,,Eyeball,Retina,Retinal nerve fiber layer,,,,,,Retinal ganglion cell,,CL:0000740,,,
388,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005021100000000000,63,Head,Eye,,Eyeball,Retina,Macula lutea,,,,,,Cone cell,,CL:0000573,,,
389,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005021100000000000,221,Head,Eye,,Eyeball,Retina,Macula lutea,,,,,,Rod cell,,CL:0000604,,,
390,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005021200000000000,63,Head,Eye,,Eyeball,Retina,Fovea centralis,,,,,,Cone cell,,CL:0000573,,,
391,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005021200000000000,222,Head,Eye,,Eyeball,Retina,Fovea centralis,,,,,,Retinal ganglion cell,,CL:0000740,,,
392,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030000000000000,125,Head,Eye,,Eyeball,Lens,,,,,,,Primary lens fiber cell,,,,,
393,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030000000000000,112,Head,Eye,,Eyeball,Lens,,,,,,,Lens epithelial cell,,CL:0002224,,,
394,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030000000000000,384,Head,Eye,,Eyeball,Lens,,,,,,,Transitional lens fiber cell,,,,,
395,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030000000000000,385,Head,Eye,,Eyeball,Lens,,,,,,,Young lens fiber cell,,,,,
396,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030000000000000,386,Head,Eye,,Eyeball,Lens,,,,,,,Secondary lens fiber cell,,,,,
397,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005030001000000000,112,Head,Eye,,Eyeball,Lens,,Lens epithelium,,,,,Lens epithelial cell,,CL:0002224,,756   757   758   759   760   761   762   763   764   765   776   777   778   779   780   781   782   783   784   785   792   793   794   795   796   797   798   799   800,
398,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040100000000000,120,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Choroid,,,,,,Fibroblast,,CL:0000057,,,
399,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040100000000000,175,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Choroid,,,,,,Melanocyte,,CL:0000148,,,
400,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040100000000000,119,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Choroid,,,,,,Fat cell (adipocyte),,CL:0000136,,,
401,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040100000000000,231,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Choroid,,,,,,Smooth muscle cell,,CL:0000192,,,
402,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200000000000,120,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,,,,,Fibroblast,,CL:0000057,,,
403,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200000000000,175,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,,,,,Melanocyte,,CL:0000148,,,
404,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200000000000,119,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,,,,,Fat cell (adipocyte),,CL:0000136,,,
405,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200000000000,406,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,,,,,Dendriform cell,,,,,
406,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200010000000,78,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,Blood vessel,,,,Endothelial cell,,CL:0000071,,,
407,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200010000000,109,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,Blood vessel,,,,Macrophage (Lyve-1+cell),,,,,
408,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200020000000,231,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,Ciliary muscle,,,,Smooth muscle cell,,CL:0000192,,,
409,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200020000000,206,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,Ciliary muscle,,,,Pigment cell,,CL:0000149,,936   937   938   939   950   951   952   953   954   955,
410,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040200020000000,259,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,,Ciliary muscle,,,,Ciliary muscle cell,,CL:1000443,,926   927   928   929   930   931   932   933   934   935   940   941   942   943   944   945   946   947   948   949,
411,2 Ecotodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040201000000000,189,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Long ciliary nerve,,,,,Neuron,,CL:0000540,,,
412,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040202000000000,192,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars ciliaris of the retina,,Nonpigment epithelium,,,Nonpigment epithelial cell,,CL:0000066,,,
413,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040202000000000,207,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars ciliaris of the retina,,Pigment epithelium,,,Pigment epithelial cell,,CL:0002565,,876   877   878,
414,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040203010000000,120,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars plicata,Ciliary process,,,,Fibroblast,,CL:0000057,,977   978   979   1015,
415,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040203010000000,206,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars plicata,Ciliary process,,,,Pigment cell,,CL:0000149,,970   971   972   973   974   1001   1002   1003   1004   1005   1006   1007   1008   1009   1010   1030   1031   1032   1033   1034   1035   1036   1051   1052   1053   1054   1055   1056   1057,
416,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040203010000000,258,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars plicata,Ciliary process,,,,Vascular endothelial cell,,CL:0002139,,975   976   1011   1012   1013   1014   1037   1038   1039   1058,
417,2 Ecotodermal 4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040203010000000,89,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Ciliary body,Pars plicata,Ciliary process,,,,Epithelial cell,,,,960   961   962   963   964   965   966   967   968   969   986   987   988   989   990   991   992   993   994   995   996   997   998   999   1000   1016   1017   1018   1019   1020   1021   1022   1023   1024   1025   1026   1027   10,
418,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,119,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Fat cell (adipocyte),,CL:0000136,,,
419,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,120,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Fibroblast,,CL:0000057,,,
420,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,175,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Melanocyte,,CL:0000148,,811   812   813   814   815   816   817   830   831   832   833   834   851   852   853   854   855   856,
421,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,78,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Endothelial cell,,CL:1000413,,835   836   837   838   839   840,
422,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,207,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Pigment epithelial cell,,CL:0002565,,801   802   803   804   805   806   807   808   809   810   820   821   822   823   824   825   826   827   828   829   841   842   843   844   845   846   847   848   849   850,
423,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,258,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,,,,Vascular endothelial cell,,CL:0002139,,857,
424,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040300000000000,89,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,,,Epithelium,,,Epithelial cell,,CL:0000066,,,
425,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040301000000000,120,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Iridial stroma,,,,,Fibroblast,,CL:0000057,,818   819,
426,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040301000000000,406,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Iridial stroma,,,,,Dendriform cell,,,,,
427,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040302000000000,231,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Pars iridica retinae,,Dilator pupillae muscle,,,Smooth muscle cell,,CL:0000192,,,
428,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040302000000000,206,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Pars iridica retinae,,Pigment epithelium,,,Pigment cell,,CL:0000149,,,
429,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040302000000000,206,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Pars iridica retinae,,Pigment epithelium,,,Pigment cell,,CL:0000149,,,
430,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040302000000000,231,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Pars iridica retinae,,Sphincter pupillae muscle,,,Smooth muscle cell,,CL:0002243,,,
431,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005040303000000000,406,Head,Eye,,Eyeball,Uvea (tunica vasculosa bulbi),Iris,Trabecular meshwork,,,,,Dendriform cell,,,,,
432,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005050000000000000,148,Head,Eye,,Eyeball,Vitreous body,,,,,,,Hyalocyte,,CL:0000142,,,
433,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,136,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Goblet cell,,CL:0000160,,,t003
434,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,89,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Epithelial cell,,CL:0000075,,,t003
435,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,285,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Side-population cell,,,,,t003
436,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,290,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Basal epithelial cell,,,,,t003
437,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,358,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Superbasal epithelial cell,,,,,t003
438,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,258,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Vascular endothelial cell,,,,,t003
439,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,13,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Plasma cell,,,,,t003
440,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100000000000,5,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Epithelium,,,Lymphocyte,,,,,t003
441,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060100010000000,89,Head,Eye,,Eyeball,Conjunctiva,Mucosa,,,Nonkeratinized stratified squamous epithelium,,,Epithelial cell,,,,,
442,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060101000000000,120,Head,Eye,,Eyeball,Conjunctiva,Mucosa,Lamina propria,,,,,Fibroblast,,CL:0000057,,,t003
443,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030005060101000000000,119,Head,Eye,,Eyeball,Conjunctiva,Mucosa,Lamina propria,,,,,Fat cell (adipocyte),,CL:0000136,,,t003
444,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030006000100000000000,241,Head,Eye,,Eyelid,,Levator palpebrae superioris muscle,,,,,,Striated muscle cell,,CL:0000737,,,t157
445,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030006000200000000000,230,Head,Eye,,Eyelid,,Orbicularis oculi muscle,,,,,,Skeletal muscle cell,,CL:0000188,,,t157
446,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,1030006010000000000000,129,Head,Eye,,Eyelid,Gland of Zeis,,,,,,,Glandular cell,,CL:0000317,,,
